"Subject","Condition","Question","G","R","D","X1","T1","X2","T2","LaterOptionChosen"
443,3,8,100,3,1,50,0,150,1,0
443,3,9,1,1.25,1,4,1,5,2,0
443,3,10,5,1.5,1,10,0,15,1,0
443,3,11,1000,1.5,2,2000,2,3000,4,0
443,3,12,2,4,2,0.67,1,2.67,3,0
443,3,13,1,4,1,0.33,0,1.33,1,0
443,3,14,500,1.01,1,50000,1,50500,2,1
443,3,15,500,1.01,2,50000,1,50500,3,0
443,3,16,0.1,1.01,3,10,2,10.1,5,0
443,3,17,1000,1.01,1,1e+05,1,101000,2,0
443,3,18,1,1.5,1,2,1,3,2,1
443,3,19,5,3,2,2.5,0,7.5,2,1
443,3,20,100,1.5,3,200,0,300,3,1
443,3,21,0.5,1.05,2,10,1,10.5,3,0
443,3,22,2,1.25,3,8,0,10,3,1
443,3,23,10,1.5,1,20,1,30,2,0
443,3,24,100,1.01,2,10000,1,10100,3,1
443,3,25,2,2,2,2,2,4,4,0
573,5,1,0.1,1.5,1,0.2,2,0.3,3,1
573,5,2,2,4,3,0.67,2,2.67,5,1
573,5,3,100,2,3,100,2,200,5,1
573,5,4,1,1.25,3,4,0,5,3,1
573,5,5,5,1.5,1,10,1,15,2,1
573,5,6,5,1.01,3,500,2,505,5,1
573,5,7,500,2,1,500,2,1000,3,1
573,5,8,1000,1.01,2,1e+05,1,101000,3,1
573,5,9,5,1.05,3,100,1,105,4,1
573,5,10,1000,4,3,333.33,2,1333.33,5,1
573,5,11,1,1.01,2,100,0,101,2,1
573,5,12,2,1.05,3,40,0,42,3,1
573,5,13,50,1.25,2,200,1,250,3,1
573,5,14,100,1.05,1,2000,0,2100,1,1
573,5,15,500,1.01,1,50000,0,50500,1,1
573,5,16,1,1.25,1,4,0,5,1,1
573,5,17,1,4,2,0.33,2,1.33,4,1
573,5,18,1,1.1,2,10,0,11,2,1
573,5,19,500,1.05,1,10000,2,10500,3,0
573,5,20,500,1.1,3,5000,2,5500,5,0
573,5,21,500,1.1,1,5000,1,5500,2,0
573,5,22,1000,4,3,333.33,0,1333.33,3,1
573,5,23,10,4,2,3.33,0,13.33,2,1
573,5,24,1,3,2,0.5,1,1.5,3,1
573,5,25,100,2,1,100,2,200,3,1
881,4,1,5,2,2,5,2,10,4,1
881,4,2,0.1,1.01,1,10,2,10.1,3,NA
881,4,3,10,1.05,2,200,0,210,2,0
881,4,4,10,1.1,1,100,1,110,2,1
881,4,5,50,1.25,3,200,2,250,5,1
881,4,6,0.5,1.1,1,5,1,5.5,2,1
881,4,7,100,1.25,1,400,1,500,2,1
881,4,8,10,3,3,5,0,15,3,0
881,4,9,0.5,1.1,3,5,0,5.5,3,1
881,4,10,1000,1.01,2,1e+05,2,101000,4,1
881,4,11,100,1.1,2,1000,1,1100,3,1
881,4,12,5,1.5,2,10,2,15,4,1
881,4,13,50,1.05,3,1000,0,1050,3,0
881,4,14,0.1,1.1,3,1,2,1.1,5,1
881,4,15,50,2,1,50,0,100,1,0
881,4,16,500,1.05,1,10000,1,10500,2,1
881,4,17,50,2,1,50,1,100,2,1
881,4,18,1,1.1,3,10,2,11,5,1
881,4,19,500,1.05,3,10000,1,10500,4,1
881,4,20,1000,1.1,3,10000,2,11000,5,1
881,4,21,5,3,1,2.5,0,7.5,1,0
881,4,22,50,1.5,2,100,0,150,2,0
881,4,23,500,1.25,3,2000,1,2500,4,1
881,4,24,5,1.25,1,20,0,25,1,0
881,4,25,50,4,2,16.67,2,66.67,4,1
435,2,1,2,1.5,3,4,1,6,4,0
435,2,2,0.5,1.01,2,50,2,50.5,4,1
435,2,3,500,1.01,3,50000,2,50500,5,1
435,2,4,0.5,1.1,2,5,2,5.5,4,1
435,2,5,1,3,3,0.5,2,1.5,5,0
435,2,6,500,1.01,2,50000,1,50500,3,1
435,2,7,0.5,3,2,0.25,1,0.75,3,0
435,2,8,1,4,1,0.33,2,1.33,3,1
435,2,9,0.5,1.1,2,5,2,5.5,4,0
435,2,10,1,1.25,1,4,0,5,1,1
435,2,11,1,1.05,2,20,0,21,2,1
435,2,12,50,2,1,50,0,100,1,1
435,2,13,0.1,4,2,0.03,0,0.13,2,0
435,2,14,100,2,1,100,0,200,1,1
435,2,15,1,1.01,3,100,0,101,3,0
435,2,16,10,3,1,5,1,15,2,0
435,2,17,2,1.01,2,200,2,202,4,1
435,2,18,0.5,1.01,3,50,1,50.5,4,0
435,2,19,50,1.1,1,500,2,550,3,1
435,2,20,500,4,3,166.67,1,666.67,4,1
435,2,21,1,1.1,2,10,1,11,3,0
435,2,22,500,1.5,1,1000,0,1500,1,1
435,2,23,500,4,3,166.67,2,666.67,5,1
435,2,24,500,1.1,2,5000,2,5500,4,0
435,2,25,2,2,3,2,2,4,5,1
709,5,1,100,1.01,3,10000,0,10100,3,0
709,5,2,100,1.05,1,2000,2,2100,3,1
709,5,3,1000,1.05,2,20000,0,21000,2,1
709,5,4,500,4,1,166.67,2,666.67,3,0
709,5,5,50,1.01,1,5000,1,5050,2,0
709,5,6,100,3,1,50,2,150,3,1
709,5,7,500,1.5,2,1000,0,1500,2,0
709,5,8,0.5,1.25,3,2,1,2.5,4,1
709,5,9,5,1.5,3,10,1,15,4,1
709,5,10,1,1.1,3,10,0,11,3,0
709,5,11,1000,1.05,2,20000,2,21000,4,1
709,5,12,0.1,1.1,1,1,0,1.1,1,0
709,5,13,1,1.5,3,2,1,3,4,0
709,5,14,0.1,2,3,0.1,1,0.2,4,1
709,5,15,1,3,2,0.5,1,1.5,3,1
709,5,16,1,4,2,0.33,0,1.33,2,0
709,5,17,500,1.25,2,2000,1,2500,3,1
709,5,18,10,3,1,5,2,15,3,1
709,5,19,5,3,2,2.5,0,7.5,2,0
709,5,20,2,1.1,3,20,1,22,4,1
709,5,21,0.5,3,1,0.25,2,0.75,3,1
709,5,22,2,3,3,1,2,3,5,0
709,5,23,0.1,1.5,3,0.2,0,0.3,3,0
709,5,24,1,1.25,2,4,1,5,3,1
709,5,25,2,1.1,1,20,1,22,2,1
422,2,1,2,1.05,1,40,2,42,3,0
422,2,2,10,3,1,5,1,15,2,0
422,2,3,50,3,2,25,1,75,3,1
422,2,4,5,1.05,1,100,0,105,1,0
422,2,5,5,1.5,1,10,1,15,2,0
422,2,6,50,4,2,16.67,1,66.67,3,1
422,2,7,5,1.5,2,10,0,15,2,0
422,2,8,5,1.05,2,100,0,105,2,0
422,2,9,50,1.25,3,200,2,250,5,0
422,2,10,0.5,1.01,1,50,1,50.5,2,0
422,2,11,50,1.25,1,200,2,250,3,0
422,2,12,100,1.25,1,400,1,500,2,1
422,2,13,50,3,3,25,1,75,4,0
422,2,14,0.5,1.05,2,10,0,10.5,2,0
422,2,15,500,4,2,166.67,1,666.67,3,1
422,2,16,500,1.1,1,5000,0,5500,1,0
422,2,17,2,2,3,2,2,4,5,0
422,2,18,5,4,3,1.67,0,6.67,3,0
422,2,19,100,4,2,33.33,0,133.33,2,1
422,2,20,100,3,2,50,2,150,4,1
422,2,21,10,1.5,2,20,2,30,4,NA
422,2,22,5,1.1,3,50,0,55,3,0
422,2,23,100,1.05,1,2000,0,2100,1,0
422,2,24,1000,2,3,1000,0,2000,3,1
422,2,25,50,1.1,1,500,1,550,2,0
869,4,1,50,3,2,25,2,75,4,0
869,4,2,2,2,3,2,2,4,5,0
869,4,3,100,1.05,1,2000,1,2100,2,1
869,4,4,50,2,3,50,2,100,5,0
869,4,5,10,1.05,1,200,0,210,1,0
869,4,6,0.1,3,1,0.05,0,0.15,1,1
869,4,7,2,1.5,2,4,1,6,3,0
869,4,8,500,2,3,500,1,1000,4,0
869,4,9,500,1.05,2,10000,2,10500,4,0
869,4,10,100,2,1,100,0,200,1,1
869,4,11,10,1.25,3,40,1,50,4,0
869,4,12,1000,2,3,1000,2,2000,5,0
869,4,13,50,4,2,16.67,1,66.67,3,1
869,4,14,0.1,1.05,2,2,1,2.1,3,0
869,4,15,5,2,1,5,2,10,3,1
869,4,16,2,1.01,3,200,1,202,4,0
869,4,17,0.5,2,1,0.5,0,1,1,1
869,4,18,100,2,1,100,2,200,3,1
869,4,19,5,1.05,1,100,0,105,1,0
869,4,20,0.5,1.25,1,2,2,2.5,3,0
869,4,21,1000,1.1,2,10000,1,11000,3,0
869,4,22,0.1,1.1,3,1,0,1.1,3,0
869,4,23,2,1.05,1,40,1,42,2,0
869,4,24,0.5,2,2,0.5,0,1,2,0
869,4,25,0.5,4,2,0.17,0,0.67,2,1
681,1,1,0.5,1.5,1,1,1,1.5,2,0
681,1,2,1,1.25,3,4,1,5,4,0
681,1,3,10,1.01,2,1000,2,1010,4,0
681,1,4,5,1.25,2,20,0,25,2,0
681,1,5,5,1.5,1,10,0,15,1,1
681,1,6,1,1.1,3,10,2,11,5,0
681,1,7,5,1.25,2,20,0,25,2,0
681,1,8,500,2,3,500,1,1000,4,1
681,1,9,5,4,2,1.67,1,6.67,3,1
681,1,10,0.1,3,2,0.05,0,0.15,2,1
681,1,11,2,4,3,0.67,2,2.67,5,1
681,1,12,5,4,1,1.67,0,6.67,1,1
681,1,13,100,1.1,1,1000,2,1100,3,0
681,1,14,100,1.5,3,200,0,300,3,0
681,1,15,100,3,1,50,1,150,2,1
681,1,16,100,1.01,1,10000,1,10100,2,0
681,1,17,10,3,1,5,2,15,3,1
681,1,18,500,3,2,250,0,750,2,1
681,1,19,1000,1.25,1,4000,1,5000,2,1
681,1,20,0.1,1.05,2,2,1,2.1,3,0
681,1,21,0.5,1.1,1,5,1,5.5,2,0
681,1,22,2,1.01,2,200,1,202,3,0
681,1,23,100,1.01,2,10000,1,10100,3,0
681,1,24,50,2,2,50,1,100,3,1
681,1,25,1000,1.01,2,1e+05,0,101000,2,0
628,5,1,1,2,3,1,1,2,4,0
628,5,2,500,1.25,2,2000,2,2500,4,0
628,5,3,10,1.25,3,40,2,50,5,0
628,5,4,1,1.25,3,4,1,5,4,0
628,5,5,0.1,4,1,0.03,0,0.13,1,NA
628,5,6,0.1,2,1,0.1,0,0.2,1,NA
628,5,7,1000,1.05,2,20000,0,21000,2,0
628,5,8,5,2,2,5,0,10,2,NA
628,5,9,10,1.25,1,40,0,50,1,0
628,5,10,5,1.1,3,50,0,55,3,0
628,5,11,1000,3,2,500,2,1500,4,NA
628,5,12,0.1,2,3,0.1,0,0.2,3,0
628,5,13,50,3,1,25,0,75,1,1
628,5,14,5,1.5,3,10,1,15,4,0
628,5,15,5,1.01,1,500,2,505,3,0
628,5,16,2,3,2,1,0,3,2,1
628,5,17,50,1.1,1,500,0,550,1,0
628,5,18,2,2,2,2,2,4,4,1
628,5,19,500,1.25,2,2000,1,2500,3,0
628,5,20,500,3,1,250,2,750,3,1
628,5,21,10,1.01,1,1000,1,1010,2,NA
628,5,22,2,1.05,1,40,0,42,1,0
628,5,23,100,4,2,33.33,2,133.33,4,1
628,5,24,1000,3,3,500,0,1500,3,1
628,5,25,10,3,3,5,2,15,5,0
875,2,1,50,1.5,2,100,0,150,2,0
875,2,2,0.1,4,2,0.03,2,0.13,4,1
875,2,3,5,1.01,3,500,2,505,5,0
875,2,4,1,1.1,1,10,2,11,3,0
875,2,5,5,1.25,2,20,0,25,2,0
875,2,6,2,1.05,2,40,2,42,4,0
875,2,7,50,2,2,50,1,100,3,0
875,2,8,0.1,1.5,1,0.2,0,0.3,1,0
875,2,9,0.1,1.01,2,10,2,10.1,4,0
875,2,10,5,4,1,1.67,1,6.67,2,0
875,2,11,50,1.5,2,100,2,150,4,0
875,2,12,2,1.01,2,200,0,202,2,0
875,2,13,500,1.5,1,1000,2,1500,3,1
875,2,14,100,3,3,50,2,150,5,0
875,2,15,50,2,2,50,2,100,4,1
875,2,16,50,1.05,2,1000,1,1050,3,0
875,2,17,1000,1.05,1,20000,1,21000,2,1
875,2,18,0.5,1.5,1,1,2,1.5,3,0
875,2,19,500,2,1,500,1,1000,2,1
875,2,20,10,3,2,5,0,15,2,0
875,2,21,1,1.01,1,100,0,101,1,0
875,2,22,0.5,1.1,3,5,0,5.5,3,0
875,2,23,100,1.5,2,200,0,300,2,0
875,2,24,10,3,2,5,0,15,2,0
875,2,25,50,1.25,1,200,1,250,2,0
251,1,1,0.1,1.25,1,0.4,0,0.5,1,0
251,1,2,50,2,3,50,0,100,3,0
251,1,3,50,1.05,3,1000,0,1050,3,0
251,1,4,2,2,1,2,0,4,1,0
251,1,5,1000,1.25,2,4000,2,5000,4,0
251,1,6,0.5,4,1,0.17,0,0.67,1,0
251,1,7,2,1.05,2,40,1,42,3,0
251,1,8,2,1.25,2,8,0,10,2,0
251,1,9,10,1.01,1,1000,1,1010,2,0
251,1,10,1,3,1,0.5,2,1.5,3,0
251,1,11,2,1.01,3,200,0,202,3,0
251,1,12,0.1,2,1,0.1,2,0.2,3,0
251,1,13,10,1.25,3,40,1,50,4,0
251,1,14,2,3,3,1,0,3,3,0
251,1,15,1000,2,1,1000,2,2000,3,1
251,1,16,10,1.1,2,100,0,110,2,0
251,1,17,5,1.5,3,10,1,15,4,0
251,1,18,10,1.25,3,40,0,50,3,0
251,1,19,50,1.05,2,1000,1,1050,3,1
251,1,20,0.5,1.25,3,2,1,2.5,4,0
251,1,21,100,1.01,3,10000,0,10100,3,0
251,1,22,500,1.05,1,10000,0,10500,1,1
251,1,23,5,2,2,5,1,10,3,0
251,1,24,100,1.05,1,2000,0,2100,1,0
251,1,25,1,1.5,1,2,0,3,1,0
768,3,1,2,1.05,1,40,2,42,3,0
768,3,2,2,1.01,3,200,1,202,4,0
768,3,3,5,1.1,1,50,1,55,2,0
768,3,4,100,2,3,100,2,200,5,0
768,3,5,1,1.05,2,20,2,21,4,0
768,3,6,10,1.25,3,40,1,50,4,0
768,3,7,0.1,1.01,1,10,1,10.1,2,0
768,3,8,10,1.05,2,200,2,210,4,0
768,3,9,1,2,2,1,0,2,2,0
768,3,10,100,3,1,50,2,150,3,1
768,3,11,1,4,2,0.33,0,1.33,2,0
768,3,12,0.1,1.5,3,0.2,0,0.3,3,0
768,3,13,10,1.25,2,40,1,50,3,0
768,3,14,1000,1.05,1,20000,2,21000,3,0
768,3,15,1000,1.1,1,10000,2,11000,3,0
768,3,16,1000,1.01,1,1e+05,0,101000,1,0
768,3,17,5,1.01,3,500,2,505,5,0
768,3,18,500,1.1,1,5000,1,5500,2,0
768,3,19,0.5,1.5,2,1,0,1.5,2,0
768,3,20,1000,1.01,2,1e+05,2,101000,4,0
768,3,21,500,1.5,3,1000,2,1500,5,0
768,3,22,5,1.1,3,50,1,55,4,0
768,3,23,50,1.05,3,1000,0,1050,3,0
768,3,24,2,1.01,1,200,1,202,2,0
768,3,25,50,3,3,25,2,75,5,1
237,5,1,10,1.5,1,20,2,30,3,1
237,5,2,5,2,1,5,2,10,3,0
237,5,3,2,2,3,2,0,4,3,1
237,5,4,0.5,2,3,0.5,2,1,5,1
237,5,5,50,1.25,1,200,0,250,1,1
237,5,6,10,1.1,1,100,1,110,2,0
237,5,7,0.5,4,3,0.17,2,0.67,5,1
237,5,8,50,1.5,3,100,0,150,3,0
237,5,9,1000,1.05,3,20000,0,21000,3,0
237,5,10,100,1.05,2,2000,1,2100,3,0
237,5,11,1000,1.05,1,20000,2,21000,3,0
237,5,12,5,1.25,2,20,1,25,3,0
237,5,13,10,3,2,5,0,15,2,1
237,5,14,0.1,1.01,2,10,2,10.1,4,0
237,5,15,0.1,3,2,0.05,0,0.15,2,1
237,5,16,1000,2,3,1000,2,2000,5,0
237,5,17,0.1,4,3,0.03,2,0.13,5,0
237,5,18,1,1.5,2,2,1,3,3,0
237,5,19,0.5,4,3,0.17,2,0.67,5,0
237,5,20,0.5,2,2,0.5,1,1,3,0
237,5,21,0.5,1.5,2,1,2,1.5,4,0
237,5,22,10,3,3,5,0,15,3,1
237,5,23,2,1.01,1,200,1,202,2,0
237,5,24,10,3,1,5,1,15,2,1
237,5,25,1,1.25,3,4,0,5,3,1
187,3,1,50,1.05,2,1000,1,1050,3,0
187,3,2,5,3,3,2.5,2,7.5,5,0
187,3,3,10,1.01,1,1000,2,1010,3,0
187,3,4,500,1.1,2,5000,2,5500,4,0
187,3,5,5,1.01,3,500,0,505,3,0
187,3,6,50,1.5,1,100,0,150,1,0
187,3,7,10,1.25,2,40,0,50,2,0
187,3,8,100,1.1,2,1000,1,1100,3,0
187,3,9,5,1.25,2,20,1,25,3,0
187,3,10,500,1.25,2,2000,0,2500,2,0
187,3,11,1000,1.01,3,1e+05,0,101000,3,0
187,3,12,10,1.05,2,200,1,210,3,0
187,3,13,1,4,2,0.33,0,1.33,2,1
187,3,14,1,2,1,1,2,2,3,1
187,3,15,100,1.01,2,10000,2,10100,4,0
187,3,16,10,4,3,3.33,0,13.33,3,1
187,3,17,5,1.05,2,100,2,105,4,0
187,3,18,0.1,1.5,3,0.2,2,0.3,5,0
187,3,19,0.5,1.1,3,5,1,5.5,4,0
187,3,20,50,1.25,1,200,1,250,2,1
187,3,21,100,2,1,100,0,200,1,1
187,3,22,10,4,2,3.33,1,13.33,3,1
187,3,23,500,3,3,250,1,750,4,1
187,3,24,500,4,1,166.67,0,666.67,1,1
187,3,25,1000,4,1,333.33,1,1333.33,2,1
632,5,1,50,1.25,1,200,0,250,1,1
632,5,2,1000,3,2,500,0,1500,2,0
632,5,3,1000,1.05,3,20000,2,21000,5,1
632,5,4,10,1.25,3,40,1,50,4,0
632,5,5,10,1.5,3,20,2,30,5,0
632,5,6,2,2,2,2,0,4,2,1
632,5,7,2,1.25,2,8,0,10,2,1
632,5,8,50,2,2,50,2,100,4,1
632,5,9,1,1.05,3,20,2,21,5,1
632,5,10,0.1,1.25,1,0.4,2,0.5,3,1
632,5,11,500,1.5,2,1000,1,1500,3,1
632,5,12,0.1,2,2,0.1,2,0.2,4,1
632,5,13,2,1.01,3,200,1,202,4,1
632,5,14,0.1,1.01,1,10,1,10.1,2,1
632,5,15,100,1.5,1,200,2,300,3,1
632,5,16,1000,3,2,500,0,1500,2,1
632,5,17,500,1.01,1,50000,0,50500,1,1
632,5,18,2,3,1,1,2,3,3,1
632,5,19,50,1.5,2,100,2,150,4,1
632,5,20,0.5,1.05,3,10,0,10.5,3,1
632,5,21,1000,2,3,1000,1,2000,4,1
632,5,22,0.5,1.05,2,10,1,10.5,3,1
632,5,23,1000,1.25,2,4000,0,5000,2,1
632,5,24,1000,1.1,1,10000,2,11000,3,1
632,5,25,0.5,1.25,1,2,1,2.5,2,1
377,3,1,0.1,3,1,0.05,1,0.15,2,0
377,3,2,100,1.1,2,1000,0,1100,2,1
377,3,3,2,1.5,1,4,0,6,1,0
377,3,4,1000,1.01,3,1e+05,2,101000,5,0
377,3,5,10,4,1,3.33,0,13.33,1,0
377,3,6,10,1.05,3,200,1,210,4,0
377,3,7,0.1,1.05,2,2,0,2.1,2,0
377,3,8,1000,1.01,3,1e+05,1,101000,4,0
377,3,9,2,1.05,2,40,1,42,3,0
377,3,10,10,1.1,1,100,1,110,2,0
377,3,11,5,3,3,2.5,2,7.5,5,0
377,3,12,0.5,4,1,0.17,0,0.67,1,0
377,3,13,0.1,4,2,0.03,1,0.13,3,0
377,3,14,0.5,4,3,0.17,1,0.67,4,0
377,3,15,50,2,3,50,2,100,5,0
377,3,16,1000,4,1,333.33,2,1333.33,3,1
377,3,17,0.1,1.05,2,2,2,2.1,4,0
377,3,18,0.5,1.05,1,10,2,10.5,3,0
377,3,19,500,4,3,166.67,0,666.67,3,0
377,3,20,50,1.01,2,5000,1,5050,3,0
377,3,21,50,1.05,3,1000,2,1050,5,0
377,3,22,50,3,1,25,2,75,3,0
377,3,23,0.1,4,3,0.03,0,0.13,3,0
377,3,24,2,1.1,1,20,2,22,3,0
377,3,25,1000,1.5,1,2000,0,3000,1,1
671,1,1,5,2,3,5,1,10,4,0
671,1,2,0.5,1.1,2,5,1,5.5,3,0
671,1,3,500,2,1,500,1,1000,2,1
671,1,4,100,3,2,50,2,150,4,1
671,1,5,50,1.05,1,1000,2,1050,3,0
671,1,6,10,3,3,5,0,15,3,0
671,1,7,10,1.05,2,200,0,210,2,0
671,1,8,1000,1.1,1,10000,0,11000,1,1
671,1,9,5,1.25,1,20,2,25,3,0
671,1,10,50,3,3,25,2,75,5,0
671,1,11,100,2,2,100,2,200,4,0
671,1,12,10,1.25,3,40,1,50,4,0
671,1,13,5,2,2,5,0,10,2,0
671,1,14,0.5,4,2,0.17,0,0.67,2,0
671,1,15,0.5,4,1,0.17,0,0.67,1,0
671,1,16,50,1.25,3,200,0,250,3,0
671,1,17,5,1.1,1,50,1,55,2,0
671,1,18,5,1.5,3,10,0,15,3,0
671,1,19,0.1,1.05,2,2,1,2.1,3,0
671,1,20,50,1.1,1,500,0,550,1,0
671,1,21,1000,1.1,2,10000,1,11000,3,0
671,1,22,2,1.01,1,200,2,202,3,0
671,1,23,0.5,1.25,2,2,1,2.5,3,0
671,1,24,0.1,1.25,1,0.4,1,0.5,2,0
671,1,25,1000,4,2,333.33,1,1333.33,3,1
51,1,1,5,2,1,5,0,10,1,1
51,1,2,50,1.25,1,200,1,250,2,1
51,1,3,5,1.25,3,20,2,25,5,1
51,1,4,2,2,3,2,0,4,3,1
51,1,5,50,1.5,3,100,1,150,4,1
51,1,6,1000,1.25,1,4000,1,5000,2,1
51,1,7,1000,2,2,1000,1,2000,3,1
51,1,8,500,1.05,3,10000,0,10500,3,0
51,1,9,1,4,3,0.33,2,1.33,5,1
51,1,10,10,1.05,3,200,0,210,3,0
51,1,11,2,1.1,2,20,2,22,4,0
51,1,12,0.1,1.01,1,10,2,10.1,3,0
51,1,13,50,1.1,3,500,0,550,3,0
51,1,14,1000,2,3,1000,1,2000,4,1
51,1,15,1000,2,3,1000,1,2000,4,1
51,1,16,100,2,1,100,0,200,1,1
51,1,17,100,2,2,100,0,200,2,1
51,1,18,5,1.25,2,20,0,25,2,1
51,1,19,5,4,1,1.67,0,6.67,1,1
51,1,20,5,3,3,2.5,2,7.5,5,1
51,1,21,0.1,4,1,0.03,1,0.13,2,1
51,1,22,5,2,2,5,0,10,2,1
51,1,23,1,4,3,0.33,0,1.33,3,1
51,1,24,500,1.01,1,50000,1,50500,2,1
51,1,25,500,3,1,250,0,750,1,1
583,1,1,0.1,4,2,0.03,2,0.13,4,0
583,1,2,2,1.5,2,4,2,6,4,0
583,1,3,1000,3,3,500,2,1500,5,1
583,1,4,5,1.01,2,500,1,505,3,1
583,1,5,0.5,1.05,2,10,0,10.5,2,0
583,1,6,0.5,1.1,1,5,0,5.5,1,0
583,1,7,1,1.5,3,2,2,3,5,1
583,1,8,500,1.01,1,50000,0,50500,1,0
583,1,9,5,4,3,1.67,2,6.67,5,1
583,1,10,50,1.25,3,200,1,250,4,NA
583,1,11,10,2,2,10,0,20,2,1
583,1,12,0.1,1.25,2,0.4,2,0.5,4,0
583,1,13,50,2,3,50,2,100,5,1
583,1,14,100,4,1,33.33,2,133.33,3,1
583,1,15,500,2,1,500,0,1000,1,0
583,1,16,100,3,1,50,0,150,1,1
583,1,17,100,1.1,3,1000,0,1100,3,0
583,1,18,500,1.05,3,10000,2,10500,5,0
583,1,19,1,1.05,1,20,2,21,3,0
583,1,20,10,3,3,5,0,15,3,1
583,1,21,1,2,1,1,1,2,2,1
583,1,22,50,1.5,3,100,0,150,3,0
583,1,23,0.5,3,3,0.25,2,0.75,5,1
583,1,24,2,1.5,3,4,1,6,4,0
583,1,25,100,1.5,3,200,0,300,3,1
756,2,1,2,4,3,0.67,0,2.67,3,1
756,2,2,500,3,1,250,0,750,1,0
756,2,3,0.1,2,3,0.1,1,0.2,4,1
756,2,4,100,1.25,1,400,0,500,1,0
756,2,5,100,1.25,3,400,1,500,4,1
756,2,6,2,1.01,2,200,0,202,2,0
756,2,7,1000,1.05,3,20000,2,21000,5,0
756,2,8,5,1.5,3,10,0,15,3,1
756,2,9,500,1.25,1,2000,1,2500,2,0
756,2,10,1,3,3,0.5,1,1.5,4,1
756,2,11,100,4,3,33.33,0,133.33,3,1
756,2,12,5,1.05,1,100,0,105,1,0
756,2,13,2,2,1,2,1,4,2,1
756,2,14,1000,1.25,2,4000,2,5000,4,0
756,2,15,0.1,1.25,1,0.4,0,0.5,1,1
756,2,16,1,1.1,2,10,1,11,3,1
756,2,17,0.1,3,2,0.05,1,0.15,3,1
756,2,18,100,4,1,33.33,1,133.33,2,1
756,2,19,100,1.01,2,10000,0,10100,2,0
756,2,20,0.5,1.25,1,2,0,2.5,1,1
756,2,21,1,1.01,1,100,2,101,3,0
756,2,22,100,1.1,2,1000,2,1100,4,0
756,2,23,10,1.5,1,20,2,30,3,1
756,2,24,100,3,2,50,2,150,4,1
756,2,25,2,4,2,0.67,1,2.67,3,1
893,3,1,100,1.25,2,400,1,500,3,0
893,3,2,10,1.5,1,20,2,30,3,0
893,3,3,1,4,1,0.33,0,1.33,1,0
893,3,4,1,1.5,3,2,0,3,3,0
893,3,5,1,1.05,1,20,1,21,2,0
893,3,6,50,1.05,1,1000,2,1050,3,0
893,3,7,500,1.5,1,1000,2,1500,3,0
893,3,8,5,1.1,1,50,1,55,2,0
893,3,9,1,1.01,3,100,2,101,5,0
893,3,10,10,1.05,1,200,0,210,1,0
893,3,11,2,1.25,2,8,2,10,4,0
893,3,12,2,1.1,1,20,1,22,2,0
893,3,13,2,2,1,2,2,4,3,1
893,3,14,2,2,3,2,0,4,3,0
893,3,15,0.5,1.5,2,1,0,1.5,2,0
893,3,16,5,1.01,3,500,2,505,5,0
893,3,17,5,1.05,1,100,0,105,1,0
893,3,18,100,1.05,3,2000,1,2100,4,0
893,3,19,500,2,1,500,2,1000,3,1
893,3,20,1000,1.01,1,1e+05,1,101000,2,0
893,3,21,0.1,1.01,2,10,2,10.1,4,0
893,3,22,5,2,2,5,1,10,3,0
893,3,23,50,1.05,1,1000,1,1050,2,0
893,3,24,0.5,1.01,1,50,0,50.5,1,0
893,3,25,500,1.1,3,5000,2,5500,5,0
542,5,1,0.1,1.01,2,10,2,10.1,4,0
542,5,2,500,4,1,166.67,2,666.67,3,1
542,5,3,10,1.05,1,200,1,210,2,0
542,5,4,50,1.5,1,100,0,150,1,0
542,5,5,5,1.5,1,10,0,15,1,0
542,5,6,100,1.25,3,400,1,500,4,0
542,5,7,50,1.01,1,5000,2,5050,3,0
542,5,8,5,1.5,2,10,2,15,4,0
542,5,9,50,1.1,3,500,1,550,4,0
542,5,10,0.1,1.1,1,1,0,1.1,1,0
542,5,11,5,3,2,2.5,2,7.5,4,0
542,5,12,0.5,1.5,2,1,0,1.5,2,0
542,5,13,100,4,3,33.33,2,133.33,5,0
542,5,14,1000,1.5,2,2000,0,3000,2,0
542,5,15,5,1.01,1,500,0,505,1,0
542,5,16,1000,1.25,1,4000,0,5000,1,0
542,5,17,100,2,3,100,0,200,3,0
542,5,18,5,1.25,3,20,2,25,5,0
542,5,19,0.5,1.25,2,2,2,2.5,4,0
542,5,20,1000,4,1,333.33,2,1333.33,3,1
542,5,21,0.1,1.25,1,0.4,1,0.5,2,0
542,5,22,0.1,1.1,1,1,1,1.1,2,0
542,5,23,50,1.01,3,5000,2,5050,5,0
542,5,24,0.1,1.05,1,2,2,2.1,3,0
542,5,25,0.1,1.1,1,1,1,1.1,2,0
394,3,1,500,1.25,3,2000,1,2500,4,0
394,3,2,100,3,3,50,1,150,4,1
394,3,3,5,2,2,5,0,10,2,0
394,3,4,1000,1.5,1,2000,0,3000,1,0
394,3,5,50,1.1,2,500,1,550,3,0
394,3,6,50,1.1,1,500,1,550,2,0
394,3,7,0.1,2,3,0.1,0,0.2,3,1
394,3,8,0.1,1.25,3,0.4,2,0.5,5,1
394,3,9,5,2,3,5,2,10,5,1
394,3,10,1,1.25,2,4,1,5,3,1
394,3,11,10,1.25,1,40,0,50,1,0
